INI File,Section,Key,Value Type,Default Value,Adds to list,,,,,,,,,,,,,,
Art(md).ini,Object's Image,AltCameo,filename.shp,"""""",,,,,,,,,,,,,,,
Art(md).ini,Object's Image,WeaponXFLH,XYZ,{0;0;0},,,,,,,,,,,,,,,
Art(md).ini,Object's Image,WeaponXBarrelLength,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,WeaponXBarrelThickness,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,WeaponXTurretLocked,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,EliteWeaponXFLH,XYZ,{0;0;0},,,,,,,,,,,,,,,
Art(md).ini,Object's Image,EliteWeaponXBarrelLength,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,EliteWeaponXBarrelThickness,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,EliteWeaponXTurretLocked,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PrimaryFireFLH,XYZ,{0;0;0},,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PBarrelLength,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PBarrelThickness,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SecondaryFireFLH,XYZ,{0;0;0},,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SBarrelLength,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SBarrelThickness,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ElitePrimaryFireFLH,XYZ,{0;0;0},,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ElitePBarrelLength,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ElitePBarrelThickness,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,EliteSecondaryFireFLH,XYZ,{0;0;0},,,,,,,,,,,,,,,
Art(md).ini,Object's Image,EliteSBarrelLength,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,EliteSBarrelThickness,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,AlternateFLHX,XYZ,{0;0;0},,,,,,,,,,,,,,,
Art(md).ini,Object's Image,TurretNotExportedOnGround,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SecondSpawnOffset,XYZ,{0;0;0},,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,MovementZone,MovementZone,?,,,,,,,,,,,,,,,
